algorithm,corpus,pattern,length,rarity_bucket,comparisons,bmh_comparisons,comparison_reduction_pct
FBAS,gutenberg,trange creature by way of a friend!--always wanting me  to play ,64,rare,39278.0,48238.0,18.574567768149592
FBAS,gutenberg,tween br,8,medium,131271.0,133602.0,1.744734360264068
FBAS,gutenberg,u have even now said as much to  encourage my suit as would be c,64,medium,44731.0,45859.0,2.459713469547962
FBAS,gutenberg,uch an idea had ,16,medium,83577.0,101900.0,17.98135426889107
FBAS,gutenberg,"uld be his  meaning--and asked Elizabeth whether she could at all understand him.    âNot at all,â was her answer; âbut, d",128,rare,27592.0,28446.0,3.002179568304858
FBAS,gutenberg,ur situa,8,medium,126710.0,128448.0,1.35307673143996
FBAS,gutenberg,ve heart enough to be really in ,32,medium,58469.0,71084.0,17.74660964492713
FBAS,gutenberg,ves; and then thought no more of the matter: and their  indiffer,64,rare,33536.0,35595.0,5.784520297794634
FBAS,gutenberg,"warmth, as left no doubt of his good information;  and he soon a",64,rare,41579.0,44760.0,7.106791778373548
FBAS,gutenberg,was now employment for the whole  party; for though they could n,64,rare,35165.0,36949.0,4.828276813986847
