algorithm,corpus,pattern,length,rarity_bucket,comparisons,bmh_comparisons,comparison_reduction_pct
BMH,gutenberg,trange creature by way of a friend!--always wanting me  to play ,64,rare,48238.0,48238.0,0.0
BMH,gutenberg,tween br,8,medium,133602.0,133602.0,0.0
BMH,gutenberg,u have even now said as much to  encourage my suit as would be c,64,medium,45859.0,45859.0,0.0
BMH,gutenberg,uch an idea had ,16,medium,101900.0,101900.0,0.0
BMH,gutenberg,"uld be his  meaning--and asked Elizabeth whether she could at all understand him.    âNot at all,â was her answer; âbut, d",128,rare,28446.0,28446.0,0.0
BMH,gutenberg,ur situa,8,medium,128448.0,128448.0,0.0
BMH,gutenberg,ve heart enough to be really in ,32,medium,71084.0,71084.0,0.0
BMH,gutenberg,ves; and then thought no more of the matter: and their  indiffer,64,rare,35595.0,35595.0,0.0
BMH,gutenberg,"warmth, as left no doubt of his good information;  and he soon a",64,rare,44760.0,44760.0,0.0
BMH,gutenberg,was now employment for the whole  party; for though they could n,64,rare,36949.0,36949.0,0.0
BMH,gutenberg,"where secrecy  was possible, except to Elizabeth; and from all B",64,rare,41654.0,41654.0,0.0
BMH,gutenberg,âs departure s,16,rare,92619.0,92619.0,0.0
BMH,gutenberg,â    It may be,16,rare,76729.0,76729.0,0.0
BMH,pizza,     Nod,8,common,16265825.0,16265825.0,0.0
BMH,pizza,   Story of the ,16,medium,16100751.0,16100751.0,0.0
BMH,pizza,"  ""What ",8,rare,20017323.0,20017323.0,0.0
BMH,pizza,  1.62.  A MAYOR,16,rare,7614361.0,7614361.0,0.0
BMH,pizza,  I don't know what it can ever ,32,rare,8897933.0,8897933.0,0.0
BMH,pizza," a member of his family that he did not want the bother of ""buyi",64,rare,5049803.0,5049803.0,0.0
BMH,pizza, a very active part in all that ,32,medium,8474558.0,8474558.0,0.0
BMH,pizza, arid Moslem rea,16,medium,12211099.0,12211099.0,0.0
BMH,pizza, breasted the stream and ceased not swimming with them until it reached the farther side. There Yusuf dismounted and knocked at ,128,medium,5041036.0,5041036.0,0.0
BMH,pizza, clank.  You've ,16,rare,11858307.0,11858307.0,0.0
BMH,pizza," drive Richard Hardie to despair.""  ""No, no,"" implored Peggy; ""t",64,rare,4529595.0,4529595.0,0.0
BMH,pizza, far was the anxiety experienced on that score by the King of Na,64,rare,5713854.0,5713854.0,0.0
BMH,pizza, from my sister ,16,medium,13263173.0,13263173.0,0.0
BMH,pizza, he depe,8,medium,18301406.0,18301406.0,0.0
BMH,pizza, his good-humour,16,rare,8887847.0,8887847.0,0.0
BMH,pizza," little importance ... no dolmens, menhirs, or ancient circles have been discovered in Judaea, and only one doubtful circle in S",128,rare,3369263.0,3369263.0,0.0
BMH,pizza, noticed.  [FN#41] He had now le,32,rare,7612506.0,7612506.0,0.0
BMH,pizza," other than Marjanah killed thy daughter, for she hated her in secret;"" and she continued to her son, ""Fret not for taking the b",128,rare,3459598.0,3459598.0,0.0
BMH,pizza, politic,8,medium,15865934.0,15865934.0,0.0
BMH,pizza," surprise, not to say horror of her daughter, and she actually f",64,medium,5140227.0,5140227.0,0.0
BMH,pizza," these four only.  'Whither have they gone, and my host also?' cried Manawyddan, and they searched the hall, and there was no ma",128,rare,4201188.0,4201188.0,0.0
BMH,pizza,!  I know what y,16,rare,11035756.0,11035756.0,0.0
BMH,pizza,"""Yes.""  ",8,rare,20442256.0,20442256.0,0.0
BMH,pizza,.  On the 26th Camilla came back,32,rare,6138264.0,6138264.0,0.0
BMH,pizza,": for I fear thine accompanying me, without having his permission, lest he take umbrage at me seeing thee in my society."" Now wh",128,rare,3964626.0,3964626.0,0.0
BMH,pizza,"Allah, the Compassionating, the ",32,medium,11323607.0,11323607.0,0.0
BMH,pizza,But will it not be more honourable for you to begin?'  'No; I th,64,rare,5025216.0,5025216.0,0.0
BMH,pizza,Germans. Bungler,16,medium,10803182.0,10803182.0,0.0
BMH,pizza,across to anothe,16,medium,12861155.0,12861155.0,0.0
BMH,pizza,ad a fai,8,medium,16868911.0,16868911.0,0.0
BMH,pizza,"ahrazad was surprised by the dawn of day and fell silent and ceased to say her permitted say. Then quoth her sister Dunyazad, ""H",128,rare,4031243.0,4031243.0,0.0
BMH,pizza,"ails connected with the fleet.  Bonaparte, whose attention was c",64,medium,5439889.0,5439889.0,0.0
BMH,pizza,aken his life; but that only an interchange of courtesy took pla,64,rare,5689569.0,5689569.0,0.0
BMH,pizza,asket of gold.  ,16,medium,12126022.0,12126022.0,0.0
BMH,pizza,"at the future might hold, roamed",32,medium,8339891.0,8339891.0,0.0
BMH,pizza,band. He untied it and examined ,32,rare,7693585.0,7693585.0,0.0
BMH,pizza,bows of his own boat to the land,32,medium,8062633.0,8062633.0,0.0
BMH,pizza,"ce of the tiles, where she builds huge nests which endanger the ",64,medium,8269276.0,8269276.0,0.0
BMH,pizza,cers who could t,16,medium,11201955.0,11201955.0,0.0
BMH,pizza,"d, and immediately betrays the latter. These tales are apparently from the Forty Vazirs; cf. Gibbs, the 10th Vazir's Story, pp. ",128,rare,3882524.0,3882524.0,0.0
BMH,pizza,"d, with the impression that he w",32,medium,8231725.0,8231725.0,0.0
BMH,pizza,ds. To c,8,medium,17419977.0,17419977.0,0.0
BMH,pizza,dwell wi,8,medium,17428373.0,17428373.0,0.0
BMH,pizza,e way tomorrow if I would let hi,32,medium,7996615.0,7996615.0,0.0
BMH,pizza,"eak of the rise of the Rakaia, or rather of the numerous branches which form it; of their vast and wasteful beds; the glaciers t",128,rare,4756012.0,4756012.0,0.0
BMH,pizza,"ement; for, though the savages a",32,rare,7433152.0,7433152.0,0.0
BMH,pizza,"eming man, and I don't like him.""  Even at that time Bonaparte h",64,rare,5084353.0,5084353.0,0.0
BMH,pizza,ercised under equal conditions with men.  We have had queens as ,64,rare,6007333.0,6007333.0,0.0
BMH,pizza,"ernacchi was the physicist, Hodgson the biologist, and Ferrar the geologist.  On August 6, 1901, the expedition left Cowes, and ",128,rare,5899807.0,5899807.0,0.0
BMH,pizza,"es of to-day, Swathed in fine linen cerecloths fold on fold, Wit",64,rare,5021455.0,5021455.0,0.0
BMH,pizza,ess of these thy Ministers. Is this of envy or is it not? They w,64,rare,4241846.0,4241846.0,0.0
BMH,pizza,etre of my long ,16,medium,11815577.0,11815577.0,0.0
BMH,pizza,"ey hold it as theirs, and the first Thanadar's district which they took was that of Perna, which is by the seaside. There they c",128,rare,3320055.0,3320055.0,0.0
BMH,pizza,ey led him off as to execution. ,32,rare,8531586.0,8531586.0,0.0
BMH,pizza,"g on a grass plot, and with his last breath put her in mind of h",64,medium,5868750.0,5868750.0,0.0
BMH,pizza,ge-feast whereof the merry-makin,32,rare,6800636.0,6800636.0,0.0
BMH,pizza,his neck,8,medium,17647444.0,17647444.0,0.0
BMH,pizza,ho endeavoured t,16,medium,12300355.0,12300355.0,0.0
BMH,pizza,ht there,8,common,19777430.0,19777430.0,0.0
BMH,pizza,ibe-Buy ,8,rare,17133399.0,17133399.0,0.0
BMH,pizza,"ily bread, and you will earn your reward and recompense in Heave",64,medium,5075244.0,5075244.0,0.0
BMH,pizza,in Sydne,8,medium,17105149.0,17105149.0,0.0
BMH,pizza,ived a b,8,medium,18222906.0,18222906.0,0.0
BMH,pizza,liest raiment and the twain were ready to fly for joy at reunion,64,rare,5454055.0,5454055.0,0.0
BMH,pizza,ly deed.,8,medium,16192294.0,16192294.0,0.0
BMH,pizza,"mats, etc.: here, however, it ma",32,rare,7217827.0,7217827.0,0.0
BMH,pizza,"me for--""(Frere gave him an impl",32,rare,6425224.0,6425224.0,0.0
BMH,pizza,"n her strong head and miserable heart. She told Frank, and watch",64,medium,5381481.0,5381481.0,0.0
BMH,pizza,"n the wall! rats on the cellar bottom! How I ever stirred from the spot I do not know, but when I did stir, it was to go forward",128,rare,3701403.0,3701403.0,0.0
BMH,pizza,ndication of the,16,medium,13758429.0,13758429.0,0.0
BMH,pizza,nding affluence. He fell in love with a slave-girl; so he bought her and she loved him as he loved her; and he ceased not to spe,128,rare,4361785.0,4361785.0,0.0
BMH,pizza,open air.  The old men are often,32,medium,8483281.0,8483281.0,0.0
BMH,pizza,"operas, more than a hundred colleges and universities or musical",64,medium,5598918.0,5598918.0,0.0
BMH,pizza,"or Don's preservation, began lou",32,rare,7840146.0,7840146.0,0.0
BMH,pizza,ould mak,8,medium,16987330.0,16987330.0,0.0
BMH,pizza,"p, over which, a",16,medium,11073350.0,11073350.0,0.0
BMH,pizza,"presence."" So he sent for her, and by reason of this, there was ",64,rare,7078016.0,7078016.0,0.0
BMH,pizza,prit. Th,8,medium,17676034.0,17676034.0,0.0
BMH,pizza,"r monies and yet other hundred loaded with raiment of silken stuffs, sendal and brocade, besides an hundred slave-girls and a ce",128,rare,4081056.0,4081056.0,0.0
BMH,pizza,ree hund,8,medium,18100301.0,18100301.0,0.0
BMH,pizza,"rs would be answered, but that at all events it was his duty to be resigned to the will of God. ""Prayer is the only key that wil",128,rare,4161123.0,4161123.0,0.0
BMH,pizza,rying to,8,medium,19138479.0,19138479.0,0.0
BMH,pizza,"s Alfred was much agitated. She was alive, and perhaps near him.",64,medium,5262159.0,5262159.0,0.0
BMH,pizza,"s falling--clutching, in vain, a",32,rare,6424200.0,6424200.0,0.0
BMH,pizza,"s.  'Moose noses, buffalo tongues, bear steaks, and roasted marrow-bones would be the thing, but I don't mind a change; so bring",128,rare,4864536.0,4864536.0,0.0
BMH,pizza,se of their narr,16,medium,12203397.0,12203397.0,0.0
BMH,pizza,"sel, and got everything shipshape for the long voyage to come; but the best of all was, that we acquired valuable experience of ",128,rare,5781865.0,5781865.0,0.0
BMH,pizza,"sful in his attempt, and success is dear to us all.  The archdeacon had trampled upon Mr. Slope and had lifted to high honours t",128,medium,4261486.0,4261486.0,0.0
BMH,pizza,t of the prosper,16,medium,11199204.0,11199204.0,0.0
BMH,pizza,t's wife,8,rare,17746414.0,17746414.0,0.0
BMH,pizza,"tent and all delight of life, when Ni'amah craved leave to retur",64,rare,5712172.0,5712172.0,0.0
BMH,pizza,the first.  During the ensuing four years he was never out of employment. He neither advanced nor receded in the modern sense; h,128,rare,3687372.0,3687372.0,0.0
BMH,pizza,"the knock at the door which announced the arrival of his pretended mother made his heart jump.  ""I feel deuced shaky, Sarah,"" he",128,rare,4172020.0,4172020.0,0.0
BMH,pizza,"think they must have maids and social status--whatever that is--and so on.  It can't be done on mother's income.""  ""That quality",128,rare,3972124.0,3972124.0,0.0
BMH,pizza,ting him on the ,16,medium,16820706.0,16820706.0,0.0
BMH,pizza,tter was pacing the sitting-room,32,rare,6799180.0,6799180.0,0.0
BMH,pizza,uld not be a third. He took a bu,32,medium,7058031.0,7058031.0,0.0
BMH,pizza,who had sought t,16,medium,12296185.0,12296185.0,0.0
BMH,pizza,y places among t,16,medium,12101000.0,12101000.0,0.0
BMH,pizza,y the oc,8,medium,18937695.0,18937695.0,0.0
FBAS,dante,    E po,8,medium,94290.0,97469.0,3.2615498260985545
FBAS,dante,"    tal mi fecâ Ã¯o ân quella oscura costa,  perchÃ©, pensan",64,rare,29738.0,31545.0,5.728324615628467
FBAS,dante,    Â«Lâ,8,rare,84090.0,84931.0,0.9902155867704372
FBAS,dante,  per la corona ,16,medium,64379.0,77121.0,16.522088665862736
FBAS,dante,  su la fiumana ,16,medium,56360.0,69732.0,19.17627488097287
FBAS,dante, Camonica e Penn,16,medium,62500.0,62268.0,-0.37258302820068095
FBAS,dante," altro disio, sÃ¬ che tua cura  sÃ© stessa lega sÃ¬ che fuor non",64,rare,28625.0,30589.0,6.420608715551342
FBAS,dante," colore,  nÃ© lâun nÃ© lâalt",32,rare,32230.0,33492.0,3.7680640152872327
FBAS,dante, de lâ,8,rare,101996.0,106900.0,4.587464920486436
FBAS,dante," figura,",8,medium,93741.0,92096.0,-1.786179638637943
FBAS,dante, fuor di quella  Ã¨ defettivo ciÃ² châÃ¨ lÃ¬ perfetto.    Omai,64,rare,26375.0,27596.0,4.424554283229454
FBAS,dante, malvagia e scempia  con la qual tu cadrai in questa valle;    c,64,rare,26909.0,29193.0,7.823793375124174
FBAS,dante," natura face in foco,  se mille volte vÃ¯olenza il torza.    Per",64,rare,27248.0,29447.0,7.467653750806534
FBAS,dante," pietÃ  mi giunse, e fui quasi s",32,rare,37633.0,39754.0,5.335312169844544
FBAS,dante," quanta Ã¨ lâarte  che mostri in cielo, in terra e nel mal mon",64,rare,29708.0,30986.0,4.124443296972826
FBAS,dante, qui sÃ¹ non ti ,16,rare,62545.0,76607.0,18.356024906340153
FBAS,dante, rana rimane e lâaltra spiccia,32,rare,41686.0,43026.0,3.1143959466369173
FBAS,dante, si convenia piÃ¹ dolci salmi.  ,32,rare,43322.0,57620.0,24.814300590072893
FBAS,dante, vendemmia e ara:    di tante fiamme tutta risplendea  lâottav,64,rare,31298.0,31264.0,-0.10875127942681678
FBAS,dante,Canto VII      Poscia che lâaccoglienze oneste e liete  furo i,64,rare,27479.0,29222.0,5.964684142084731
FBAS,dante,"Gutenberg work, ",16,rare,53790.0,67041.0,19.765516624155367
FBAS,dante,a  lâo,8,rare,94640.0,93631.0,-1.0776345441146629
FBAS,dante,a dentro tutte p,16,medium,63668.0,64242.0,0.8934964664860995
FBAS,dante,a e sâascondeva vosco  quelli ,32,rare,41468.0,51786.0,19.924303865909707
FBAS,dante,"a,  Â«ch",8,rare,92983.0,90820.0,-2.3816340013212947
FBAS,dante,bita dis,8,medium,101130.0,106212.0,4.784770082476556
FBAS,dante,"bito foco,  movendo li occhi che",32,medium,35421.0,40501.0,12.542900175304313
FBAS,dante,dal mio ,8,medium,104399.0,124005.0,15.810652796258216
FBAS,dante,"do quasi, sÃ¬ che Giove,  Mercurio e Marte a nominar trascorse. ",64,rare,27622.0,34056.0,18.89241249706366
FBAS,dante,"do sÃ¹, non pote",16,rare,56586.0,60593.0,6.6129750961332165
FBAS,dante,duol pur,8,medium,96238.0,99813.0,3.5816977748389487
FBAS,dante,"e Ã¨ de lâuom proprio male,  piÃ¹ spiace a Dio; e perÃ² stan d",64,rare,30341.0,31271.0,2.9740014710114804
FBAS,dante,egio e l,8,medium,110457.0,115427.0,4.305751687213563
FBAS,dante,er lo fo,8,medium,101164.0,106965.0,5.423269293694199
FBAS,dante,erg  electronic works. See parag,32,rare,39516.0,40134.0,1.5398415308715803
FBAS,dante,gua si scerna.    CiÃ² che narra,32,rare,37828.0,41305.0,8.417867086309164
FBAS,dante,"hia,  venendo sÃ",16,rare,63648.0,63524.0,-0.19520181348781562
FBAS,dante,hing for  copies,16,medium,61803.0,63967.0,3.382994356465052
FBAS,dante,"i châattende lÃ , per qui mi m",32,rare,38526.0,39444.0,2.3273501673258292
FBAS,dante,i seppe nÃ© orto,16,rare,61248.0,65066.0,5.867887990655642
FBAS,dante,"ie,  sÃ¬ che notte nÃ© sonno a v",32,rare,37179.0,37337.0,0.4231727241074537
FBAS,dante,inquecen,8,medium,86911.0,91155.0,4.655806044649224
FBAS,dante,ltri sca,8,common,107567.0,107506.0,-0.05674101910591037
FBAS,dante,mi lÃ¬ n,8,rare,103622.0,103393.0,-0.22148501349220934
FBAS,dante,"miltÃ , e gran t",16,rare,64833.0,66265.0,2.161020146381951
FBAS,dante,"n campo giunti coâ loro avversari,  e io pregava Iddio di quel",64,rare,26123.0,27718.0,5.754383433148135
FBAS,dante,n le suo,8,medium,104709.0,105739.0,0.9740965963362619
FBAS,dante,ncor brami.    Per lei assai di ,32,medium,37373.0,47403.0,21.158998375630233
FBAS,dante,ndela;    cosÃ¬ ,16,rare,57654.0,67176.0,14.17470525187567
FBAS,dante,"no,    di che stupor dovea esser compiuto!  Certo tra esso e â",64,rare,25555.0,28059.0,8.924052888556256
FBAS,dante,no; e perÃ² non sâammiri  se n,32,rare,40360.0,41435.0,2.5944250030167733
FBAS,dante,non mi desse  la,16,medium,61078.0,64624.0,5.487125526120327
FBAS,dante,nte  sâaggiugn,16,rare,51535.0,53011.0,2.784327781026579
FBAS,dante,o di maschio fem,16,medium,66638.0,66675.0,0.05549306336707911
FBAS,dante,o fianco,8,medium,97704.0,104780.0,6.753197175033403
FBAS,dante,"o.          Inferno  Canto II      Lo giorno se nâandava, e lâ",64,rare,28373.0,28929.0,1.9219468353555256
FBAS,dante,of the country w,16,rare,61637.0,61661.0,0.03892249558067498
FBAS,dante,ome âl piÃ¹ basso face  qual t,32,rare,41094.0,42325.0,2.908446544595393
FBAS,dante,"one a le sue rime,    tal qual d",32,medium,36678.0,37984.0,3.438289806234204
FBAS,dante,"padre mio, ma disse: Â«Scocca  lâarco del dir, che ânfino al",64,rare,31919.0,33181.0,3.803381453241313
FBAS,dante,per salire al monte  dove siede la chiesa che soggioga  la ben g,64,medium,26664.0,26717.0,0.1983755661189505
FBAS,dante,pregna  ,8,medium,113460.0,148224.0,23.45369170984456
FBAS,dante,"r non ha contasto a lei:  questa provede, giudica, e persegue  s",64,rare,27669.0,29191.0,5.213935802130794
FBAS,dante,ra pennuto di sei ali;  le penne piene dâocchi; e li occhi dâ,64,rare,23511.0,24690.0,4.775212636695018
FBAS,dante,"radiso  Canto XXXII      Affetto al suo piacer, quel contemplant",64,rare,30863.0,32911.0,6.222843426210082
FBAS,dante,rlo e di Ridolfo,16,medium,55220.0,58036.0,4.852160727824109
FBAS,dante,roject          Gutenberg Litera,32,rare,34391.0,37644.0,8.641483370523854
FBAS,dante,rutto;  ,8,rare,105619.0,136484.0,22.61437238064535
FBAS,dante,"se âl maestro, Â«che lâandar",32,rare,42268.0,43430.0,2.6755698825696523
FBAS,dante,"se,  e tre spiriti venner sotto noi,  deâ quai nÃ© io nÃ© âl",64,rare,23825.0,25019.0,4.772372996522643
FBAS,dante,ta canti,8,common,101807.0,102363.0,0.5431650107949161
FBAS,dante,"tator de la misera valle,  che p",32,medium,39481.0,40943.0,3.5708179664411497
FBAS,dante,"ti con sospetti!    Vien, crudel",32,rare,40454.0,40779.0,0.7969788371465706
FBAS,dante,"ti glienâ avea piÃ¹ dâuna ciocca,  latrando lui con li occhi",64,rare,26295.0,28222.0,6.828006519736376
FBAS,dante,to santoÂ».    Seguentemente int,32,rare,36542.0,38266.0,4.505304970469869
FBAS,dante,"to,  châamor di nostra vita di",32,rare,42167.0,45666.0,7.6621556519073275
FBAS,dante,tre faville câ,16,rare,59313.0,65315.0,9.189313327719512
FBAS,dante,ura.    ,8,medium,101249.0,144787.0,30.07037924675558
FBAS,dante,va ne lâettern,16,rare,54324.0,55329.0,1.816407309006127
FBAS,dante, ciascun che gi,16,rare,63312.0,66031.0,4.117762868955491
FBAS,gutenberg,                                ,32,common,88214.0,131256.0,32.79240568050223
FBAS,gutenberg,  incomp,8,medium,117164.0,117532.0,0.3131062178810877
FBAS,gutenberg," allowed without very much  protest. Yet, both in Mr. Addison an",64,medium,42475.0,46318.0,8.296990370914115
FBAS,gutenberg, and pla,8,medium,126772.0,130322.0,2.72402203772195
FBAS,gutenberg, comfort and elegance of their  family party at Pemberley.      ,64,medium,31302.0,52593.0,40.48257372654155
FBAS,gutenberg, creature. Who would have thought she could be so thin and small!â    âShe is abominably rude to keep Charlotte out of doors,128,rare,28959.0,29819.0,2.8840672054730208
FBAS,gutenberg, do not believe she often sees such at home.â    âThe person of whom I speak is a gentleman and a stranger.â    Mrs. Benne,128,rare,24317.0,27271.0,10.83201936122621
FBAS,gutenberg, fix the problem,16,rare,76803.0,78100.0,1.6606914212548016
FBAS,gutenberg," her with astonishment.    âThis is an evening of wonders, ind",64,rare,40468.0,42044.0,3.7484540005708307
FBAS,gutenberg, is settled betw,16,medium,80401.0,78825.0,-1.9993656834760545
FBAS,gutenberg, join me,8,rare,128242.0,141456.0,9.341420653772198
FBAS,gutenberg," side, and that it  has done no ",32,medium,55510.0,66688.0,16.761636276391556
FBAS,gutenberg, stand their cha,16,medium,89509.0,92269.0,2.991253833898709
FBAS,gutenberg," that, by  his wife at least, if not by himself, such a hope was cherished. The  letter was to this effect:--         /* âMy d",128,rare,21971.0,22674.0,3.100467495810179
FBAS,gutenberg," was  always provokingly chary of description in regard to her beauties; and  except the fine eyes, and a hint or two that she h",128,rare,30762.0,33125.0,7.133584905660378
FBAS,gutenberg,"! I am sorry for her, because, w",32,rare,52988.0,54827.0,3.3541868057708792
FBAS,gutenberg,998 [eBook #1342,16,rare,62185.0,61593.0,-0.9611481824233273
FBAS,gutenberg,; but it seems t,16,rare,82633.0,88309.0,6.42743095267753
FBAS,gutenberg,"Bingley, and a charming prospect",32,medium,57153.0,60127.0,4.946197215893027
FBAS,gutenberg,Had Elizabethâs opinion been a,32,rare,52870.0,57401.0,7.893590703994704
FBAS,gutenberg,"The two gentlemen left Rosings the next morning; and Mr. Collins having  been in waiting near the lodges, to make them his parti",128,rare,30444.0,32388.0,6.002223045572435
FBAS,gutenberg,"a delicious scheme,  and I dare say would hardly cost anything at all. Mamma would like to  go, too, of all things! Only think w",128,rare,26139.0,26922.0,2.908402050367729
FBAS,gutenberg,accepted in retu,16,medium,87208.0,87006.0,-0.23216789646691033
FBAS,gutenberg,"ack to Longbourn.    Mrs. Gardiner went away in all the perplexity about Elizabeth and her  Derbyshire friend, that had attended",128,rare,25495.0,26819.0,4.936798538349677
FBAS,gutenberg,al its  unfavourable beginning f,32,medium,50733.0,51284.0,1.0744091724514468
FBAS,gutenberg,as most pressingly  civil in her,32,medium,51579.0,56891.0,9.337153504069185
FBAS,gutenberg,"body else; and she was, in fact,",32,rare,56226.0,55609.0,-1.109532629610315
FBAS,gutenberg,"ceive it, and ac",16,medium,79730.0,79454.0,-0.34737080574923856
FBAS,gutenberg,"d be wiser to resist? All that I can promise you, therefore, is  not to be in a hurry. I will not be in a hurry to believe mysel",128,rare,29479.0,30113.0,2.105402982100754
FBAS,gutenberg,de is separated only by a lane  ,32,medium,53449.0,71781.0,25.538791602234575
FBAS,gutenberg,distinct,8,medium,116043.0,119384.0,2.7985324666621993
FBAS,gutenberg,e  engag,8,medium,127334.0,124869.0,-1.9740688241276858
FBAS,gutenberg,e left h,8,medium,143851.0,148648.0,3.2270868091060763
FBAS,gutenberg,e only m,8,medium,139080.0,137081.0,-1.4582619035460787
FBAS,gutenberg,"ed a direction of talents--talents which, rightly used,  might at least have preserved the respectability of his daughters, even",128,rare,31252.0,33829.0,7.617724437612699
FBAS,gutenberg,eeks of ,8,medium,128097.0,160598.0,20.2374873908766
FBAS,gutenberg,"ence, a perfect freedom from the idea  that all men may bully her if they choose, and that most will away with  her if they can.",128,medium,30598.0,30617.0,0.062057027141783974
FBAS,gutenberg,"er for it as a woman, while she  was immensely the better for it",64,medium,41224.0,43400.0,5.013824884792626
FBAS,gutenberg,"er to the fireplace, and they both sat down. He  then said,--    âI have received a letter this morning that has astonished me",128,rare,31375.0,34665.0,9.49084090581278
FBAS,gutenberg,"er, and thus began:--    âIn vain have I struggled. It will not do. My feelings will not be  repressed. You must allow me to t",128,rare,28533.0,31638.0,9.814147544092547
FBAS,gutenberg,f.    Lady Catherine was extreme,32,rare,53273.0,58784.0,9.375
FBAS,gutenberg,g him.    The Gardiners stayed a week at Longbourn; and what wit,64,rare,36940.0,39613.0,6.7477848181152655
FBAS,gutenberg,governess can give it. It is  wonderful how many families I have,64,medium,41943.0,46855.0,10.483406253334756
FBAS,gutenberg,"gracious!â cried Maria, after a few minutesâ silence, âit ",64,rare,32054.0,38995.0,17.799717912552893
FBAS,gutenberg,"had heard, soon after her arrival, that Mr. Darcy  was expected ",64,rare,34579.0,43939.0,21.302259951296115
FBAS,gutenberg,"hardly know how Mr. Collins was first introduced to her  notice,",64,medium,41064.0,41019.0,-0.10970525853872595
FBAS,gutenberg,hire is all the present  concern,32,medium,54063.0,55343.0,2.3128489601214244
FBAS,gutenberg,hours which the discontentedness,32,medium,46876.0,48144.0,2.6337653705550017
FBAS,gutenberg,ight law (does not  contain a no,32,rare,52984.0,55577.0,4.6655990787556005
FBAS,gutenberg,ighted h,8,medium,148406.0,153342.0,3.218948494215544
FBAS,gutenberg,in good-humour  and good spirits,32,rare,49405.0,51566.0,4.190745840282356
FBAS,gutenberg,ing in E,8,medium,139677.0,132914.0,-5.088252554283221
FBAS,gutenberg,kably  g,8,medium,128759.0,129914.0,0.8890496790184276
FBAS,gutenberg,l       think of,16,medium,78580.0,81865.0,4.0127038416905885
FBAS,gutenberg,"lly?â    âA thorough, determ",32,rare,49556.0,48850.0,-1.4452405322415558
FBAS,gutenberg,"manner, I shall certainly be reduced to tricks and stratagems to",64,medium,38834.0,42597.0,8.833955442871563
FBAS,gutenberg,"n did not vary on seeing them. Miss Bennetâs lovely face  confirmed his views, and established all his strictest notions of wh",128,rare,31564.0,33452.0,5.643907688628483
FBAS,gutenberg,n quality appear,16,rare,74137.0,78885.0,6.018888255054827
FBAS,gutenberg,"n the living fell, it was given  elsewhere.â    âGood heaven",64,rare,34427.0,36119.0,4.684515075168194
FBAS,gutenberg,n to  introduce ,16,medium,80904.0,97642.0,17.142213391778128
FBAS,gutenberg,"n very early, so",16,medium,78243.0,83257.0,6.022316441860744
FBAS,gutenberg,"nced  only once with Mrs. Hurst and once with Miss Bingley, decl",64,medium,41486.0,42103.0,1.4654537681400375
FBAS,gutenberg,"ness into the village,  when she",32,medium,54102.0,62226.0,13.055635907819882
FBAS,gutenberg,"nour of dancing with  you, I was",32,medium,47063.0,50005.0,5.883411658834117
FBAS,gutenberg,"nt he entered the room. All  Elizabethâs anger against him had been long done away; but had she still  felt any, it could hard",128,rare,37295.0,38553.0,3.263040489715457
FBAS,gutenberg,ntempt w,8,medium,141779.0,144224.0,1.695279565120923
FBAS,gutenberg,nvoluntary glance showed her Darcy with a heightened  complexion,64,rare,37705.0,41108.0,8.278194025493821
FBAS,gutenberg,"on, when they we",16,medium,79169.0,85628.0,7.543093380669874
FBAS,gutenberg,other disappoint,16,medium,74903.0,79942.0,6.303319906932526
FBAS,gutenberg,"rew aside her book, and  cast her eyes round the room in quest o",64,rare,39322.0,42138.0,6.682804119796858
FBAS,gutenberg,riting. My sisters may write to _me_. They will have nothing else to  do.â    Mr. Wickhamâs adieus were much more affectiona,128,rare,33643.0,35271.0,4.615689943579711
FBAS,gutenberg,"rt so far as to conceal from him  your sisterâs being in town. I knew it myself, as it was known to Miss  Bingley; but her bro",128,rare,29959.0,31165.0,3.8697256537782767
FBAS,gutenberg,"s daughter, frig",16,medium,82532.0,81098.0,-1.7682310291252559
FBAS,gutenberg,s own di,8,medium,132115.0,135740.0,2.6705466332694856
FBAS,gutenberg,"sembled,",8,medium,113018.0,113617.0,0.5272098365561492
FBAS,gutenberg,"st  conscientiously to his book, and would not even look at her.    On Sunday, after morning service, the separation, so agreeab",128,medium,32990.0,33079.0,0.26905287342422685
FBAS,gutenberg,"t come and part us, I am determi",32,medium,50054.0,51484.0,2.7775619609975917
FBAS,gutenberg,t do jus,8,rare,119839.0,126155.0,5.0065395743331615
FBAS,gutenberg,t he will not have Lizzy.â    âAnd what am I to do on the occasion? It seems a hopeless business.â    âSpeak to Lizzy ab,128,rare,24080.0,24383.0,1.2426690727145961
FBAS,gutenberg,t on the subject,16,rare,73077.0,79500.0,8.079245283018867
FBAS,gutenberg,t she co,8,medium,137889.0,145671.0,5.34217517556686
FBAS,gutenberg,t! But I,8,rare,131336.0,132284.0,0.7166399564573191
FBAS,gutenberg,"termined to hate! Do not wish me such an  evil.â    When the dancing recommenced, however, and Darcy approached to claim her  ",128,rare,30246.0,39981.0,24.349065806257972
FBAS,gutenberg,that Sir,8,common,131731.0,131131.0,-0.4575577094661064
FBAS,gutenberg,that every advance to intimacy b,32,medium,55219.0,56075.0,1.52652697280428
FBAS,gutenberg,them.    The Gar,16,medium,71774.0,75060.0,4.37783106847855
FBAS,gutenberg,tle relieved by ,16,medium,75748.0,91720.0,17.413868294810293
