algorithm,corpus,pattern,length,rarity_bucket,comparisons,runtime_ms,preprocess_ms,matches_found,run_id
BMH,dante,"inferno",7,paper_fixed,107073,0.5265,0.0006,15,1
BMH,dante,"inferno",7,paper_fixed,107073,0.5356,0.0006,15,2
BMH,dante,"inferno",7,paper_fixed,107073,0.6264,0.0006,15,3
BMH,dante,"inferno",7,paper_fixed,107073,0.6385,0.0006,15,4
BMH,dante,"inferno",7,paper_fixed,107073,0.5976,0.0006,15,5
BMH,dante,"inferno",7,paper_fixed,107073,0.5782,0.0006,15,6
BMH,dante,"inferno",7,paper_fixed,107073,0.5641,0.0006,15,7
BMH,dante,"inferno",7,paper_fixed,107073,0.571,0.0006,15,8
BMH,dante,"inferno",7,paper_fixed,107073,0.5697,0.0006,15,9
BMH,dante,"inferno",7,paper_fixed,107073,0.5668,0.0006,15,10
BMH,dante,"inferno",7,paper_fixed,107073,0.5695,0.0006,15,11
BMH,dante,"inferno",7,paper_fixed,107073,0.566,0.0006,15,12
BMH,dante,"inferno",7,paper_fixed,107073,0.6175,0.0006,15,13
BMH,dante,"inferno",7,paper_fixed,107073,0.5862,0.0006,15,14
BMH,dante,"inferno",7,paper_fixed,107073,0.5701,0.0006,15,15
BMH,dante,"inferno",7,paper_fixed,107073,0.5638,0.0006,15,16
BMH,dante,"inferno",7,paper_fixed,107073,0.5651,0.0006,15,17
BMH,dante,"inferno",7,paper_fixed,107073,0.5765,0.0006,15,18
BMH,dante,"inferno",7,paper_fixed,107073,0.5746,0.0006,15,19
BMH,dante,"inferno",7,paper_fixed,107073,0.5665,0.0006,15,20
BMH,dante,"inferno",7,paper_fixed,107073,0.6199,0.0006,15,21
BMH,dante,"inferno",7,paper_fixed,107073,0.5708,0.0006,15,22
BMH,dante,"inferno",7,paper_fixed,107073,0.5648,0.0006,15,23
BMH,dante,"inferno",7,paper_fixed,107073,0.5681,0.0006,15,24
BMH,dante,"inferno",7,paper_fixed,107073,0.6886,0.0006,15,25
BMH,dante,"inferno",7,paper_fixed,107073,0.8615,0.0006,15,26
BMH,dante,"inferno",7,paper_fixed,107073,0.8106,0.0006,15,27
BMH,dante,"inferno",7,paper_fixed,107073,0.7486,0.0006,15,28
BMH,dante,"inferno",7,paper_fixed,107073,0.6484,0.0006,15,29
BMH,dante,"inferno",7,paper_fixed,107073,0.7228,0.0006,15,30
BMH,dante,"paradiso",8,paper_fixed,95445,0.5223,0.0008,13,1
BMH,dante,"paradiso",8,paper_fixed,95445,0.5465,0.0008,13,2
BMH,dante,"paradiso",8,paper_fixed,95445,0.4558,0.0008,13,3
BMH,dante,"paradiso",8,paper_fixed,95445,0.5473,0.0008,13,4
BMH,dante,"paradiso",8,paper_fixed,95445,0.5161,0.0008,13,5
BMH,dante,"paradiso",8,paper_fixed,95445,0.5132,0.0008,13,6
BMH,dante,"paradiso",8,paper_fixed,95445,0.5246,0.0008,13,7
BMH,dante,"paradiso",8,paper_fixed,95445,0.5116,0.0008,13,8
BMH,dante,"paradiso",8,paper_fixed,95445,0.5156,0.0008,13,9
BMH,dante,"paradiso",8,paper_fixed,95445,0.5103,0.0008,13,10
BMH,dante,"paradiso",8,paper_fixed,95445,0.5148,0.0008,13,11
BMH,dante,"paradiso",8,paper_fixed,95445,0.5042,0.0008,13,12
BMH,dante,"paradiso",8,paper_fixed,95445,0.491,0.0008,13,13
BMH,dante,"paradiso",8,paper_fixed,95445,0.4906,0.0008,13,14
BMH,dante,"paradiso",8,paper_fixed,95445,0.4962,0.0008,13,15
BMH,dante,"paradiso",8,paper_fixed,95445,0.4995,0.0008,13,16
BMH,dante,"paradiso",8,paper_fixed,95445,0.5173,0.0008,13,17
BMH,dante,"paradiso",8,paper_fixed,95445,0.5343,0.0008,13,18
BMH,dante,"paradiso",8,paper_fixed,95445,0.5225,0.0008,13,19
BMH,dante,"paradiso",8,paper_fixed,95445,0.5724,0.0008,13,20
BMH,dante,"paradiso",8,paper_fixed,95445,0.4743,0.0008,13,21
BMH,dante,"paradiso",8,paper_fixed,95445,0.4771,0.0008,13,22
BMH,dante,"paradiso",8,paper_fixed,95445,0.6921,0.0008,13,23
BMH,dante,"paradiso",8,paper_fixed,95445,0.5601,0.0008,13,24
BMH,dante,"paradiso",8,paper_fixed,95445,0.515,0.0008,13,25
BMH,dante,"paradiso",8,paper_fixed,95445,0.5155,0.0008,13,26
BMH,dante,"paradiso",8,paper_fixed,95445,0.5309,0.0008,13,27
BMH,dante,"paradiso",8,paper_fixed,95445,0.5237,0.0008,13,28
BMH,dante,"paradiso",8,paper_fixed,95445,0.542,0.0008,13,29
BMH,dante,"paradiso",8,paper_fixed,95445,0.5588,0.0008,13,30
BMH,dante,"purgatorio",10,paper_fixed,81332,0.5212,0.001,2,1
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4905,0.001,2,2
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4813,0.001,2,3
BMH,dante,"purgatorio",10,paper_fixed,81332,0.5073,0.001,2,4
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4367,0.001,2,5
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4354,0.001,2,6
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4748,0.001,2,7
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4718,0.001,2,8
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4617,0.001,2,9
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4611,0.001,2,10
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4708,0.001,2,11
BMH,dante,"purgatorio",10,paper_fixed,81332,0.471,0.001,2,12
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4568,0.001,2,13
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4475,0.001,2,14
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4538,0.001,2,15
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4337,0.001,2,16
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4154,0.001,2,17
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4491,0.001,2,18
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4363,0.001,2,19
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4678,0.001,2,20
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4252,0.001,2,21
BMH,dante,"purgatorio",10,paper_fixed,81332,0.401,0.001,2,22
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4028,0.001,2,23
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4037,0.001,2,24
BMH,dante,"purgatorio",10,paper_fixed,81332,0.3997,0.001,2,25
BMH,dante,"purgatorio",10,paper_fixed,81332,0.4109,0.001,2,26
BMH,dante,"purgatorio",10,paper_fixed,81332,0.3954,0.001,2,27
BMH,dante,"purgatorio",10,paper_fixed,81332,0.3989,0.001,2,28
BMH,dante,"purgatorio",10,paper_fixed,81332,0.491,0.001,2,29
BMH,dante,"purgatorio",10,paper_fixed,81332,0.457,0.001,2,30
BMH,dante,"dante",5,paper_fixed,146608,0.8925,0.0008,1,1
BMH,dante,"dante",5,paper_fixed,146608,0.8502,0.0008,1,2
BMH,dante,"dante",5,paper_fixed,146608,0.8193,0.0008,1,3
BMH,dante,"dante",5,paper_fixed,146608,0.8317,0.0008,1,4
BMH,dante,"dante",5,paper_fixed,146608,0.8285,0.0008,1,5
BMH,dante,"dante",5,paper_fixed,146608,0.8166,0.0008,1,6
BMH,dante,"dante",5,paper_fixed,146608,0.8231,0.0008,1,7
BMH,dante,"dante",5,paper_fixed,146608,0.8192,0.0008,1,8
BMH,dante,"dante",5,paper_fixed,146608,0.7857,0.0008,1,9
BMH,dante,"dante",5,paper_fixed,146608,0.7973,0.0008,1,10
BMH,dante,"dante",5,paper_fixed,146608,0.7897,0.0008,1,11
BMH,dante,"dante",5,paper_fixed,146608,0.7957,0.0008,1,12
BMH,dante,"dante",5,paper_fixed,146608,0.8061,0.0008,1,13
BMH,dante,"dante",5,paper_fixed,146608,0.7852,0.0008,1,14
BMH,dante,"dante",5,paper_fixed,146608,0.7975,0.0008,1,15
BMH,dante,"dante",5,paper_fixed,146608,0.7854,0.0008,1,16
BMH,dante,"dante",5,paper_fixed,146608,0.8263,0.0008,1,17
BMH,dante,"dante",5,paper_fixed,146608,0.8026,0.0008,1,18
BMH,dante,"dante",5,paper_fixed,146608,0.7878,0.0008,1,19
BMH,dante,"dante",5,paper_fixed,146608,0.8654,0.0008,1,20
BMH,dante,"dante",5,paper_fixed,146608,0.8625,0.0008,1,21
BMH,dante,"dante",5,paper_fixed,146608,0.8139,0.0008,1,22
BMH,dante,"dante",5,paper_fixed,146608,0.7862,0.0008,1,23
BMH,dante,"dante",5,paper_fixed,146608,0.7845,0.0008,1,24
BMH,dante,"dante",5,paper_fixed,146608,0.7819,0.0008,1,25
BMH,dante,"dante",5,paper_fixed,146608,0.7819,0.0008,1,26
BMH,dante,"dante",5,paper_fixed,146608,0.7925,0.0008,1,27
BMH,dante,"dante",5,paper_fixed,146608,0.7819,0.0008,1,28
BMH,dante,"dante",5,paper_fixed,146608,0.8231,0.0008,1,29
BMH,dante,"dante",5,paper_fixed,146608,0.8175,0.0008,1,30
BMH,dante,"virtute",7,paper_fixed,104063,0.5258,0.0008,26,1
BMH,dante,"virtute",7,paper_fixed,104063,0.5211,0.0008,26,2
BMH,dante,"virtute",7,paper_fixed,104063,0.5129,0.0008,26,3
BMH,dante,"virtute",7,paper_fixed,104063,0.6239,0.0008,26,4
BMH,dante,"virtute",7,paper_fixed,104063,0.6345,0.0008,26,5
BMH,dante,"virtute",7,paper_fixed,104063,0.5858,0.0008,26,6
BMH,dante,"virtute",7,paper_fixed,104063,0.5657,0.0008,26,7
BMH,dante,"virtute",7,paper_fixed,104063,0.5615,0.0008,26,8
BMH,dante,"virtute",7,paper_fixed,104063,0.5708,0.0008,26,9
BMH,dante,"virtute",7,paper_fixed,104063,0.5696,0.0008,26,10
BMH,dante,"virtute",7,paper_fixed,104063,0.5526,0.0008,26,11
BMH,dante,"virtute",7,paper_fixed,104063,0.5516,0.0008,26,12
BMH,dante,"virtute",7,paper_fixed,104063,0.5572,0.0008,26,13
BMH,dante,"virtute",7,paper_fixed,104063,0.5506,0.0008,26,14
BMH,dante,"virtute",7,paper_fixed,104063,0.5819,0.0008,26,15
BMH,dante,"virtute",7,paper_fixed,104063,0.5485,0.0008,26,16
BMH,dante,"virtute",7,paper_fixed,104063,0.5523,0.0008,26,17
BMH,dante,"virtute",7,paper_fixed,104063,0.5498,0.0008,26,18
BMH,dante,"virtute",7,paper_fixed,104063,0.546,0.0008,26,19
BMH,dante,"virtute",7,paper_fixed,104063,0.5514,0.0008,26,20
BMH,dante,"virtute",7,paper_fixed,104063,0.5481,0.0008,26,21
BMH,dante,"virtute",7,paper_fixed,104063,0.5463,0.0008,26,22
BMH,dante,"virtute",7,paper_fixed,104063,0.5472,0.0008,26,23
BMH,dante,"virtute",7,paper_fixed,104063,0.5485,0.0008,26,24
BMH,dante,"virtute",7,paper_fixed,104063,0.5444,0.0008,26,25
BMH,dante,"virtute",7,paper_fixed,104063,0.5448,0.0008,26,26
BMH,dante,"virtute",7,paper_fixed,104063,0.6318,0.0008,26,27
BMH,dante,"virtute",7,paper_fixed,104063,0.7397,0.0008,26,28
BMH,dante,"virtute",7,paper_fixed,104063,0.7635,0.0008,26,29
BMH,dante,"virtute",7,paper_fixed,104063,0.7903,0.0008,26,30
BMH,dante,"canoscenza",10,paper_fixed,78896,0.3909,0.0008,1,1
BMH,dante,"canoscenza",10,paper_fixed,78896,0.3834,0.0008,1,2
BMH,dante,"canoscenza",10,paper_fixed,78896,0.3795,0.0008,1,3
BMH,dante,"canoscenza",10,paper_fixed,78896,0.3784,0.0008,1,4
BMH,dante,"canoscenza",10,paper_fixed,78896,0.5142,0.0008,1,5
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4575,0.0008,1,6
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4402,0.0008,1,7
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4528,0.0008,1,8
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4231,0.0008,1,9
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4203,0.0008,1,10
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4051,0.0008,1,11
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4084,0.0008,1,12
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4214,0.0008,1,13
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4442,0.0008,1,14
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4466,0.0008,1,15
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4233,0.0008,1,16
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4042,0.0008,1,17
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4083,0.0008,1,18
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4014,0.0008,1,19
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4005,0.0008,1,20
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4029,0.0008,1,21
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4001,0.0008,1,22
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4065,0.0008,1,23
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4039,0.0008,1,24
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4046,0.0008,1,25
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4077,0.0008,1,26
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4177,0.0008,1,27
BMH,dante,"canoscenza",10,paper_fixed,78896,0.427,0.0008,1,28
BMH,dante,"canoscenza",10,paper_fixed,78896,0.4193,0.0008,1,29
BMH,dante,"canoscenza",10,paper_fixed,78896,0.5086,0.0008,1,30
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4239,0.0006,6,1
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.428,0.0006,6,2
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4268,0.0006,6,3
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4993,0.0006,6,4
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4734,0.0006,6,5
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.47,0.0006,6,6
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4705,0.0006,6,7
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4844,0.0006,6,8
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4725,0.0006,6,9
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.5508,0.0006,6,10
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.515,0.0006,6,11
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.5669,0.0006,6,12
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4969,0.0006,6,13
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4913,0.0006,6,14
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.495,0.0006,6,15
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.466,0.0006,6,16
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4658,0.0006,6,17
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.464,0.0006,6,18
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4876,0.0006,6,19
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.5034,0.0006,6,20
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.5038,0.0006,6,21
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4503,0.0006,6,22
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4507,0.0006,6,23
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4588,0.0006,6,24
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4438,0.0006,6,25
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4422,0.0006,6,26
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4485,0.0006,6,27
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4462,0.0006,6,28
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4467,0.0006,6,29
BMH,dante,"nel mezzo",9,paper_fixed,86397,0.4602,0.0006,6,30
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4854,0.0007,1,1
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4735,0.0007,1,2
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4555,0.0007,1,3
BMH,dante,"selva oscura",12,paper_fixed,80106,0.5882,0.0007,1,4
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4673,0.0007,1,5
BMH,dante,"selva oscura",12,paper_fixed,80106,0.497,0.0007,1,6
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4791,0.0007,1,7
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4635,0.0007,1,8
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4557,0.0007,1,9
BMH,dante,"selva oscura",12,paper_fixed,80106,0.5984,0.0007,1,10
BMH,dante,"selva oscura",12,paper_fixed,80106,0.531,0.0007,1,11
BMH,dante,"selva oscura",12,paper_fixed,80106,0.5153,0.0007,1,12
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4848,0.0007,1,13
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4683,0.0007,1,14
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4477,0.0007,1,15
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4409,0.0007,1,16
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4425,0.0007,1,17
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4362,0.0007,1,18
BMH,dante,"selva oscura",12,paper_fixed,80106,0.447,0.0007,1,19
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4343,0.0007,1,20
BMH,dante,"selva oscura",12,paper_fixed,80106,0.433,0.0007,1,21
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4321,0.0007,1,22
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4395,0.0007,1,23
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4232,0.0007,1,24
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4163,0.0007,1,25
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4179,0.0007,1,26
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4159,0.0007,1,27
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4268,0.0007,1,28
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4198,0.0007,1,29
BMH,dante,"selva oscura",12,paper_fixed,80106,0.4174,0.0007,1,30
BMH,dante,"amor",4,paper_fixed,172776,0.8333,0.0008,160,1
BMH,dante,"amor",4,paper_fixed,172776,0.8814,0.0008,160,2
BMH,dante,"amor",4,paper_fixed,172776,0.9324,0.0008,160,3
BMH,dante,"amor",4,paper_fixed,172776,0.9597,0.0008,160,4
BMH,dante,"amor",4,paper_fixed,172776,1.0128,0.0008,160,5
BMH,dante,"amor",4,paper_fixed,172776,0.946,0.0008,160,6
BMH,dante,"amor",4,paper_fixed,172776,0.9186,0.0008,160,7
BMH,dante,"amor",4,paper_fixed,172776,1.0813,0.0008,160,8
BMH,dante,"amor",4,paper_fixed,172776,0.9045,0.0008,160,9
BMH,dante,"amor",4,paper_fixed,172776,0.938,0.0008,160,10
BMH,dante,"amor",4,paper_fixed,172776,0.9537,0.0008,160,11
BMH,dante,"amor",4,paper_fixed,172776,0.9275,0.0008,160,12
BMH,dante,"amor",4,paper_fixed,172776,0.9169,0.0008,160,13
BMH,dante,"amor",4,paper_fixed,172776,0.8859,0.0008,160,14
BMH,dante,"amor",4,paper_fixed,172776,0.9366,0.0008,160,15
BMH,dante,"amor",4,paper_fixed,172776,1.034,0.0008,160,16
BMH,dante,"amor",4,paper_fixed,172776,0.8688,0.0008,160,17
BMH,dante,"amor",4,paper_fixed,172776,0.9531,0.0008,160,18
BMH,dante,"amor",4,paper_fixed,172776,0.9984,0.0008,160,19
BMH,dante,"amor",4,paper_fixed,172776,0.9972,0.0008,160,20
BMH,dante,"amor",4,paper_fixed,172776,0.9153,0.0008,160,21
BMH,dante,"amor",4,paper_fixed,172776,0.8963,0.0008,160,22
BMH,dante,"amor",4,paper_fixed,172776,0.8935,0.0008,160,23
BMH,dante,"amor",4,paper_fixed,172776,0.9785,0.0008,160,24
BMH,dante,"amor",4,paper_fixed,172776,1.0561,0.0008,160,25
BMH,dante,"amor",4,paper_fixed,172776,1.0047,0.0008,160,26
BMH,dante,"amor",4,paper_fixed,172776,0.9704,0.0008,160,27
BMH,dante,"amor",4,paper_fixed,172776,0.962,0.0008,160,28
BMH,dante,"amor",4,paper_fixed,172776,0.9228,0.0008,160,29
BMH,dante,"amor",4,paper_fixed,172776,0.9613,0.0008,160,30
BMH,dante,"luce",4,paper_fixed,170922,1.0181,0.001,107,1
BMH,dante,"luce",4,paper_fixed,170922,0.9913,0.001,107,2
BMH,dante,"luce",4,paper_fixed,170922,0.9537,0.001,107,3
BMH,dante,"luce",4,paper_fixed,170922,0.956,0.001,107,4
BMH,dante,"luce",4,paper_fixed,170922,0.938,0.001,107,5
BMH,dante,"luce",4,paper_fixed,170922,0.9486,0.001,107,6
BMH,dante,"luce",4,paper_fixed,170922,1.0079,0.001,107,7
BMH,dante,"luce",4,paper_fixed,170922,1.0138,0.001,107,8
BMH,dante,"luce",4,paper_fixed,170922,0.9341,0.001,107,9
BMH,dante,"luce",4,paper_fixed,170922,0.9473,0.001,107,10
BMH,dante,"luce",4,paper_fixed,170922,0.9096,0.001,107,11
BMH,dante,"luce",4,paper_fixed,170922,0.9038,0.001,107,12
BMH,dante,"luce",4,paper_fixed,170922,0.9258,0.001,107,13
BMH,dante,"luce",4,paper_fixed,170922,0.904,0.001,107,14
BMH,dante,"luce",4,paper_fixed,170922,0.9378,0.001,107,15
BMH,dante,"luce",4,paper_fixed,170922,0.9048,0.001,107,16
BMH,dante,"luce",4,paper_fixed,170922,0.8979,0.001,107,17
BMH,dante,"luce",4,paper_fixed,170922,0.9715,0.001,107,18
BMH,dante,"luce",4,paper_fixed,170922,0.9415,0.001,107,19
BMH,dante,"luce",4,paper_fixed,170922,0.9263,0.001,107,20
BMH,dante,"luce",4,paper_fixed,170922,0.8983,0.001,107,21
BMH,dante,"luce",4,paper_fixed,170922,0.9161,0.001,107,22
BMH,dante,"luce",4,paper_fixed,170922,0.8955,0.001,107,23
BMH,dante,"luce",4,paper_fixed,170922,0.916,0.001,107,24
BMH,dante,"luce",4,paper_fixed,170922,0.9024,0.001,107,25
BMH,dante,"luce",4,paper_fixed,170922,0.9074,0.001,107,26
BMH,dante,"luce",4,paper_fixed,170922,1.081,0.001,107,27
BMH,dante,"luce",4,paper_fixed,170922,1.0844,0.001,107,28
BMH,dante,"luce",4,paper_fixed,170922,1.1518,0.001,107,29
BMH,dante,"luce",4,paper_fixed,170922,1.0165,0.001,107,30
BMH,dante,"dolce",5,paper_fixed,142672,0.8081,0.0008,94,1
BMH,dante,"dolce",5,paper_fixed,142672,0.7854,0.0008,94,2
BMH,dante,"dolce",5,paper_fixed,142672,0.8561,0.0008,94,3
BMH,dante,"dolce",5,paper_fixed,142672,0.7835,0.0008,94,4
BMH,dante,"dolce",5,paper_fixed,142672,0.8164,0.0008,94,5
BMH,dante,"dolce",5,paper_fixed,142672,0.7727,0.0008,94,6
BMH,dante,"dolce",5,paper_fixed,142672,0.7604,0.0008,94,7
BMH,dante,"dolce",5,paper_fixed,142672,0.7595,0.0008,94,8
BMH,dante,"dolce",5,paper_fixed,142672,0.7537,0.0008,94,9
BMH,dante,"dolce",5,paper_fixed,142672,0.7813,0.0008,94,10
BMH,dante,"dolce",5,paper_fixed,142672,0.7548,0.0008,94,11
BMH,dante,"dolce",5,paper_fixed,142672,0.8673,0.0008,94,12
BMH,dante,"dolce",5,paper_fixed,142672,0.7568,0.0008,94,13
BMH,dante,"dolce",5,paper_fixed,142672,0.7449,0.0008,94,14
BMH,dante,"dolce",5,paper_fixed,142672,0.7576,0.0008,94,15
BMH,dante,"dolce",5,paper_fixed,142672,0.7609,0.0008,94,16
BMH,dante,"dolce",5,paper_fixed,142672,0.7855,0.0008,94,17
BMH,dante,"dolce",5,paper_fixed,142672,0.8086,0.0008,94,18
BMH,dante,"dolce",5,paper_fixed,142672,0.7854,0.0008,94,19
BMH,dante,"dolce",5,paper_fixed,142672,0.7965,0.0008,94,20
BMH,dante,"dolce",5,paper_fixed,142672,0.7514,0.0008,94,21
BMH,dante,"dolce",5,paper_fixed,142672,0.7662,0.0008,94,22
BMH,dante,"dolce",5,paper_fixed,142672,0.9004,0.0008,94,23
BMH,dante,"dolce",5,paper_fixed,142672,1.0122,0.0008,94,24
BMH,dante,"dolce",5,paper_fixed,142672,0.9682,0.0008,94,25
BMH,dante,"dolce",5,paper_fixed,142672,0.9368,0.0008,94,26
BMH,dante,"dolce",5,paper_fixed,142672,0.913,0.0008,94,27
BMH,dante,"dolce",5,paper_fixed,142672,0.8493,0.0008,94,28
BMH,dante,"dolce",5,paper_fixed,142672,0.8386,0.0008,94,29
BMH,dante,"dolce",5,paper_fixed,142672,0.8346,0.0008,94,30
BMH,dante,"er lo fo",8,medium,106965,0.6723,0.0006,5,1
BMH,dante,"er lo fo",8,medium,106965,0.5795,0.0006,5,2
BMH,dante,"er lo fo",8,medium,106965,0.6184,0.0006,5,3
BMH,dante,"er lo fo",8,medium,106965,0.6223,0.0006,5,4
BMH,dante,"er lo fo",8,medium,106965,0.5794,0.0006,5,5
BMH,dante,"er lo fo",8,medium,106965,0.8694,0.0006,5,6
BMH,dante,"er lo fo",8,medium,106965,0.5216,0.0006,5,7
BMH,dante,"er lo fo",8,medium,106965,0.5842,0.0006,5,8
BMH,dante,"er lo fo",8,medium,106965,0.6505,0.0006,5,9
BMH,dante,"er lo fo",8,medium,106965,0.6491,0.0006,5,10
BMH,dante,"er lo fo",8,medium,106965,0.606,0.0006,5,11
BMH,dante,"er lo fo",8,medium,106965,0.5866,0.0006,5,12
BMH,dante,"er lo fo",8,medium,106965,0.9068,0.0006,5,13
BMH,dante,"er lo fo",8,medium,106965,0.6418,0.0006,5,14
BMH,dante,"er lo fo",8,medium,106965,0.6239,0.0006,5,15
BMH,dante,"er lo fo",8,medium,106965,0.6154,0.0006,5,16
BMH,dante,"er lo fo",8,medium,106965,0.5982,0.0006,5,17
BMH,dante,"er lo fo",8,medium,106965,0.5777,0.0006,5,18
BMH,dante,"er lo fo",8,medium,106965,0.5889,0.0006,5,19
BMH,dante,"er lo fo",8,medium,106965,0.5749,0.0006,5,20
BMH,dante,"er lo fo",8,medium,106965,0.583,0.0006,5,21
BMH,dante,"er lo fo",8,medium,106965,0.5848,0.0006,5,22
BMH,dante,"er lo fo",8,medium,106965,0.5848,0.0006,5,23
BMH,dante,"er lo fo",8,medium,106965,0.5796,0.0006,5,24
BMH,dante,"er lo fo",8,medium,106965,0.6358,0.0006,5,25
BMH,dante,"er lo fo",8,medium,106965,0.6341,0.0006,5,26
BMH,dante,"er lo fo",8,medium,106965,0.6221,0.0006,5,27
BMH,dante,"er lo fo",8,medium,106965,0.602,0.0006,5,28
BMH,dante,"er lo fo",8,medium,106965,0.6148,0.0006,5,29
BMH,dante,"er lo fo",8,medium,106965,0.6001,0.0006,5,30
BMH,dante,"inquecen",8,medium,91155,0.5205,0.0006,4,1
BMH,dante,"inquecen",8,medium,91155,0.5001,0.0006,4,2
BMH,dante,"inquecen",8,medium,91155,0.6389,0.0006,4,3
BMH,dante,"inquecen",8,medium,91155,0.5631,0.0006,4,4
BMH,dante,"inquecen",8,medium,91155,0.5019,0.0006,4,5
BMH,dante,"inquecen",8,medium,91155,0.4833,0.0006,4,6
